content	emotion1	emotion2	sentiment
回家的路上，发现周五晚上辛辛苦苦下了一晚上的歌，全部被SB给删了，很多都自己没听过几耳朵，人给的理由是：我以为你会备份到电脑里。 行了，我保持缄默！ 回家洗澡，洗他妈一半热水器死打打不着了！ 还好今天没洗头，不然怎么冻死的都不知道！ 裹着浴巾在浴霸下发了很久的抖，决定烧热水泡脚。。。 	anger	disgust	-1
3000块的电饭锅和300块的电饭锅有啥区别？ 能蹦出爆米花吗？ 我刚查了一下虎牌，吓死我了！ 本来想买的，发现价位能买10个美的了。 	surprise	none	2
京东大抢购的书收到了，满满一箱子，最幸福的事莫过于闻着书香轻轻地翻来翻去。 幸运的是，买来的书绝大部分都很满意，对自己的眼光赞一个，除了《林徽因传》的纸张稍稍有点薄哦... 不幸的是，《逝鸿片羽》和《读库》下单下重了，各多出一本... 伤不起啊伤不起... 舍不得送人，你叫我当枕头啊！ 	happiness	like	1
纠结了很久，终于和老大明天请一上午的假，去参加小朋友幼儿园的亲子活动，老大很爽快地同意了，是个好老大。 开心中。 其实我更真实的想法，是想请一天的假。 但是，就怕我走了，大家放羊了。 毕竟都是年轻人。 	happiness	like	1
懂得安慰自己，过洒脱人生最重要的是今天的心；别总是自己跟自己过不去；用心做自己该做的事；不要过于计较别人的评价；每个人都有自己的活法；喜欢自己才会拥抱生活；不必一味讨好别人；木已成舟便要顺其自然；不妨暂时丢开烦心事；感觉幸福就是幸福…… 	like	none	1
回复@南京电视台主持人赵迪: 赵主播也站出来了~谢谢大家支持，给力打假！ //@南京电视台主持人赵迪: 不仅是真人真事，整个过程也体现了细微的人文情怀。 	like	none	1
2011年5月31日，天津机场二期扩建工程开工仪式隆重举行。 中共中央政治局委员、天津市委书记张高丽同志出席开工仪式并宣布工程开工。 	none	none	0
我们辽宁省作文再次奇葩了= =继我能。。。 青少年价值观。。 啥啥之后。。。 今年是如何看待高晓松醉驾案= =卧槽了这尼玛坑爹的还是坑孙子呢。 一个胖子喝了点酒追了尾进了监狱判了刑有毛个好写的啊！ 有必要在十年寒窗之后的高考作文上写这些废话么？！！ 	disgust	none	-1
中日是近亲也是冤家。 中国的现代化之路从学习日本开始。 比起地广人稀、资源丰富的欧美国家，日本、韩国、新加坡这些儒家文化的近亲国家的现代化之路，反而有更多可以学习与复制的地方。 	none	none	0
最近很多朋友被公司的打卡机折磨的够呛~~~采取使用打卡机的公司，实则应该检讨一下，公司至于让这么多人不想来上班么？ 制度虽然是一种方式，但如果公司能真正做到让员工热爱公司，热爱工作，每个员工像自己当老板似的工作，才是真正奏效且有意义的一种方式吧！ 	disgust	none	-1
2011年的第一个娃儿终于就要呱呱落地了，每次待产时都很痛苦，这回有点特殊，书里还教人怎么生娃、养娃、教育娃儿长大后再怎么生娃的娃，养娃的娃...... 卢勤出手，畅销不愁！ 《告诉孩子，你真棒!》 110万册，《我和爸爸妈妈共同的话题》150万册，《写给年轻妈妈》213万册... 7年后，知心姐姐王者归来！ 	like	happiness	1
午夜刷屏党得瑟之9：韩童鞋的小平同志由于坐的姿势位置的问题………… 能说，即使是坐着也能看出这人尊的很高很高很高呀！ 而且人群之中，我一眼就认出他来了！ 因为当时总理是坐在右边演讲，小平同志是荧幕正中间一个大侧脸特写，而且是微微皱眉奋笔疾书记录的侧脸…… 没台词，不过一眼就能看见 	none	none	0
：对于某件事本来采取不予评论的态度的，不过貌似被当成软柿子了。 如果你们想骂，麻烦滚回自己家去别跑杰希的微博里吠。 节日发个微博圈一圈开个玩笑就捆绑就抱腿了？ 当初你们一次次来寻求帮助的时候怎么就不骂自己捆绑自己抱腿自己不要脸了？ 还一家亲呢，能好聚好散就谢天谢地了。 别在杰希微博吠，滚。 	anger	disgust	-1
如果是讨债的，就是父母欠他的；欠得少，三、四岁就走了；欠得多，大概到十几、二十岁，栽培他到念大学、念研究所，毕业了，他走了；讨债的，往往都很得父母的欢心。 	none	none	0
这就是我们五邑大学土建系的四位体贴俊男。。。 他们可以陪我们班的女生去买内衣。。 女生节可以买M巾送给我们女生·· 他们温柔体贴··风度翩翩··英俊潇洒···从内到外都散发出诱人的气质·· 这么好的男人去哪找呀···？ 各位朋友··请转发给身边的女性朋友吧·· 这是难得的老公候选人呀··· 	like	none	1
延鲁大师说做人一定要严谨，态度决定一切，他给小天才们出了一道题，何为禅武合一，少林武僧全体出动，小天才明天的考验严峻无比 	none	none	0
《墨子修身》治理天下，要明察左右而招徕远人。 君子能明察左右，左右之人也就能修养自己的品行了。 君子不能修养自己的品行而受人诋毁，那就应当自我反省，因而怨少而品德日修。 谗害诽谤之言不入于耳，攻击他人之语不出于口，伤害人的念头不存于心，这样，即使遇有好诋毁、攻击的人，也就无从施展了。 	none	none	0
高考已经是9年前的事了，感觉好像就在昨天似的。。。。 还记得我们那年的作文题目好像是心灵的选择，我的语文成绩是124[挖鼻屎] 	none	none	0
每个台都有一个唱歌节目，每个台都有一个相亲节目，每个台都有一个闯关节目，每个台都有一个心理兼吵架节目...... 可是，我们要这么多一样的台干嘛？[思考] 	disgust	none	-1
在哈尔滨没有星巴克门店的情况下，我依然找到了卖星巴克的地方，可惜是瓶装的，凑巧那天又打折，买吧，还说啥啊！ 最近就想过小姿生活，咋办呢？ 	none	none	0
体检报告出来了 尿酸增高 总胆固醇偏高 看来我要加大运动量 不吃肉了！ 多食物蔬菜瓜果[奥特曼]保持健康体魄[奥特曼] 	none	none	0
男人天生多情，只是他会对某一个人长情。 女人天生专情，但她会对某一个人绝情。 男人和一个喜欢的人在一起的时候，心里还有一个或多个她。 因为他多情。 女人和一个喜欢的人在一起她所想的就是他。 即使有更好的男人出现她也不会放弃。 因为她的专情。 而当她决定放弃一切都没有余地了。 因为她绝情! 	none	none	0
一早签证中心，人众，等候。 如果在准备签证资料和写篇论文间做选择... 我选... 写论文! 二者都让人崩溃，写论文还没到底 	sadness	none	-1
要黯然多久，才能放弃一场无谓的守候。 要辗转多久，才能遇见再也不舍得放手的拥有。 ——晴雨（我们都晚安） 	none	none	0
尼玛现在回来各种好言好语是要闹！哪！样！ 还尼玛骂不还口的你是死人阿！！ 尼玛老子不想回忆神马狗屁过去！！ 比不了我当初还尼玛能进了冷宫？！！ 尼玛告诉你老子冷宫呆惯了正宫不适合我！！ 	anger	none	-1
女人最幸福的时刻，就是嫁对了老公，他纵容着你的习惯，爱着你的一切。 女人最幸福的时刻，就是朋友的真心相对，快乐开导，真诚帮助，在你最无助时，伸出温暖的手。 女人最幸福的时刻，就是无论长多么大，在父母那里，依然是孩子，陶醉在父母为你准备的一切，安心地享受着他的唠唠叨叨。 	none	none	0
要交给金希澈的东西就自个儿给金希澈，别给了别人又或者被别人捡到了没帮你递给金希澈就喊委屈叫冤枉。 李晟敏是你什么人啊他跟你很熟啊还是他副职是快递小哥要帮你把东西给金希澈。 十五块钱的包李晟敏真是稀罕死了才硬从你手里抢过去还违背您的意愿就是不给金希澈是伐. 	anger	disgust	-1
客厅布置常见的风水忌讳——客厅沙发套数不可重复，最忌一套半，或是一方一圆两组沙发的并用;这些做法在堪舆学上说是不利家人和睦的。 	none	none	0
分享圖片十几年来,每次到云南丽江,总是要拜访传说中的丽江老中医,1994年拍 & amp;amp;lt;半个世纪的爱 & amp;amp;gt;结缘的和士秀老夫妇. 图为1994年拍的... 	none	none	0
可惜我的老板被法务挡着不能给我的新书做推荐，非常遗憾，因为这是一个在我还是最底层小兵的时候，可以在工作时间带我去喜来登吃自助谈心的老板（因为当时我想辞职）。 因此有点羡慕李治，她很欣赏并且对她帮助很大的前百事女强人可以做她的推荐人。 我想，一切都是最好的安排。 	none	none	0
一对年老夫妇，一起走过大半辈子，多年来他们每晚睡前最后一刻必定会跟对方说一句：我爱你。 别人问他们为什么有这个习惯，丈夫说：我们都这把年纪了，这样做是为了保证，假如我们其中一个第二天没有醒来，我们在人生里留给对方最后一句说话就是这三个字— 我爱你。[鲜花] 	none	none	0
传统植物药品获得欧盟上市许可必须符合以下条件：1、传统植物药必须具备在欧盟境内应用30年以上的证明，或在欧盟内已应用15年、在欧盟外应用30年以上的证明；2、传统植物药的上市许可申请人和业主必须在欧盟境内有分支机构，出口植物药的生产厂家必须通过欧盟的药品生产 	none	none	0
唉 看最新消息 不到4月是上市不了了 这么晚上 美国的4g市场就被moto抢光了 三星这次杯具了。。。 	surprise	none	2
国学不能扩大化。 所有东西都变成国学，等于没有了国学。 我认为国学概念要瘦身，要缩小。 无限制扩大国学的内涵和外延，等于没有了国学。 	none	none	0
在妇女节这天立志将自己的女友变为妇女的、不畏夜晚漆黑不怕春寒寒冷坚守在篮球架下与女人你侬我侬的男人们上辈子都是折翼的天使。 ——晚上篮球场跑步有感。 	sadness	none	-1
苔藓在日本的园林中应用较多，许多寺庙神社都建有专类园———藓园，但在中国的园林中却很少利用苔藓植物，应当引起园林景观设计师们的思考。 	none	none	0
在成都动物大会上，这只狗叫大黑是从运去屠宰的路上截下的，现在是AAf狗医生项目的明星犬，去过灾区，老人院，孤儿院，自闭症儿童院，很多小孩子都很喜欢和大黑玩，狗医生项目在网上有很多介绍，好多感人故事:-) 	sadness	none	-1
她寻找幸福，然后发现，失望，有时候也是一种幸福。 因为有所期待，才会失望。 遗憾，也是一种幸福。 因为还有令你遗憾的事情。 	none	none	0
[心] 所有的真理，你信就是，你不信就不是。 不是所有的真理都能为每一个人的生命指引方向，一个人的生命也不需要所有的真理来指引。 面对古往今来的千万条真理，最关键的是找到适合自己境况的那一条。 对一个普通人来说，用于指引生命的真理不用多、不能多，一条就行。 多了，反而会让生命无所适从。 429 	none	none	0
那个米粒可爱又大方的孩子有如下视频的下载可以发给我的，帮转瘦10斤，发给我的瘦20斤，卡卡卡卡阿卡卡︶ε╰?? 1、阿宝啤酒广告、MV 2、阿拉蕾安七炫爱频率MV 3、阿拉蕾LG巧克力广告 4、阿宝潘玮柏MV PS：最好是高清版，格式不限。 看我星星眼！！！！！！！！！！ 	like	none	1
擦 豆瓣突然给我放这首歌 突然就想起来大学时 夏天和寝室里的各个姑娘一起听朴树 一起看《失乐园》《 咒怨》 的日子 那时候 学校还有水族馆 我们还有服务社 各种聊天 打印 买面包 买饮料。。。。。。 如今 我们都离得那么远 我们都有那么久没有说过话了 可是 其实心里还在惦记啊 	sadness	none	-1
女人的复仇——杜鹃是个丝毫不逊于黄光裕的人物：春节前悄然执掌国美、带领国美高层拜会京华时报与新京报高层取得舆论支持、兵不血刃解决陈晓、无声无息致港方解冻其资产。 如果张大中将出任国美电器董事长消息属实，更证明其胸怀韬略，试问今日家电江湖，有几人肯将大好江山版图交由昔日对手掌控？ 	none	none	0
期待南科大的成长! 希望也相信他会给中国学界带来新的风气。 也一扫深圳无名校的窘局。 //@赵孟2010:对南科大充满期待 	like	none	1
哈哈，别打它，呆几天适应了就好呀…… 拿吃的逗逗它，它也该饿了呢[偷笑] 话说，你家洗衣粉的盒子都跟我家的一样呢，那个那个，它咋把这个弄撒了讷…… 	happiness	surprise	1
午休开心时间——男人见到美女说：性会，性会。 女的含蓄地回：久痒，久痒。。。 和尚哥哥，我信佛祖但也不拒绝女人，也该转型了，现在离2012越来越近啦 	none	none	0
我发现我可真是赚到了，才活了不过20几年，碰上了50年一遇的旱灾，100年一遇的洪水，60年一遇的大雪，300年一遇的泥石流，500年一遇的地震，600年一遇的海啸..... 人家轮回转世好几趟都碰不全呀！ 有同感的同学转发！ 	sadness	none	-1
[衰] 苍天啊！ 在打够级，开始了才发现对门是这个人，当时就吓昏了！ 吓得我满手是臭牌！ [吐] 不带用这样的方法欺负人的…… [可怜] 早看清楚就踢了他了！ 也不用受罪了…… [右哼哼] 	sadness	fear	-1
有人说，女人如果能完整地读完如下60本书，她就可以成为一个高尚的女人，一个纯粹的女人，一个脱离了低级趣味的女人！ 	none	none	0
这…… 只是一位母亲、一位农民、一位共和国的女公民！ 她只是为了卖瓜，或许她的孩子正等着瓜钱上学，或许她的父母老人正等着瓜钱看病，或许她的家里正等着瓜钱买柴米油盐，或许她的娃正等着瓜钱买一件小小的新衣服…… 如果你觉得她的地方不合适，你们把她赶走就得了，何必要下这样的狠手呢？！ 我恨！ 	anger	sadness	-1
深圳地铁终于通到机场，不过指示标志太少。 下地铁到AB楼之间应该标示不同的航空公司在哪个候机楼，然而没有；机场到达大厅没有标示，指示在大厅外有标示，来深圳的旅客不了解容易走冤枉路。 要撞大运啦，深圳还有很多没有准备好！ 	sadness	happiness	3
晕~~好吧~~觉得好像还要一点时间才能适应微博~~ 我再次在心里默念我OUT了~ 这两年除了旅行和工作我干嘛去了~~ 	sadness	none	-1
真tm给力啊，大家都忘了这事儿…… 在他们刚被劫时，国内的声音非常大，但随着时间一天天过去都没什么进展，早己慢慢淡出视线，没想到过了272天才逃出来。 如果不是这几个哥们命大，想必也就这么蒸发掉了吧。 这么看来，海盗比天朝政府更仁爱啊。。 	like	surprise	1
今天崇文地块拍出7.1亿地价和4.32万一平米的楼面价 对于懂的操作商业的公司来说是一个超值价格 因为以我操作能力来看这地方开业的租金水平可达一千元每月每平米 所以年租金1.2万按10厘投资回报去推应该可以达到市值12万每㎡ 那4.32万也就是说只要每年收4千多每月350元每天11元每平米即可 哎 社区价格 值 	none	none	0
有人经常问我礼仪到底是什么？ 是不是如何站如何做特别讲形式？ 其实不然，礼仪根本就是对他人的尊重，以他人为中心的尊重，而且礼仪随时就在你的身边，体现在你的每一个细节中，你的一颦一笑，你的一举一动！ 那么，今天你讲礼仪了么？ 你做到尊重任何一个人了么？ 	none	none	0
风林火山七周年生日音乐会狂欢大PARTY！！！ 三大经典板块，20多首歌曲，让你们听个够，HIGH个够，了解真实的风林火山乐队。 来吧，带你们的朋友，爱人，孩子，来现场听风林火山的声音！ 	happiness	like	1
目前在广东一个乡镇的网吧，90后们主要是qq聊天、看电影、玩游戏，网吧主要装了以下功能，可以看出一些他们主要上网习惯。 大部分功能大城市主流白领人群是没有用过的吧：可牛、呼叫器、汉魅、龙卷风、无忧登录等？ 	none	none	0
到站 下车 快步向家的方向行进。 红灯 暂停 突然决定不再前行。 转弯 向右 随便去哪吧 只想到处走走。 如果每走一步 都能减少一分 烦恼忧愁在心里的重量。 我愿意一直一直走下去。 	sadness	none	-1
估计是这群东北人第一次去云南不了解这个地方是孟获的故乡，还以为是在北京横贯了。 我自己是云南人带朋友去过无数次丽江，这个地方的人朴实，憨厚，只求赚点小钱。 但是遇到横的，装B的，不管是谁打就打了。 东北人敢在全国地方称霸，唯独在云南老实。 以后去云南老实着点吧小横一下无所谓但是别装大爷。 	disgust	like	3
幸福需要分享。 分享有两个好处，就社会的角度来说，幸福的分享程度越广泛，说明这个社会越公平，秩序越好。 反过来，那么这个社会就不公平。 	none	none	0
如果你在宁波的同学很久没联系你，请不要责怪他们，他们可能 1.突然热死了，2.突然冷死了，3.被风吹走了。 在宁波的孩纸伤不起呀！ [泪] 这雨都下了一星期了，都不见有停下来的趋势...............[抓狂] [泪] 	sadness	disgust	-1
中国最无用政府部门排名 1、国家地震局：以无为而治，荣登榜首。 2、国家统计部门：近二十年其统计数据，无一项得到社会认可，喜获第二名。 3、国家质量监测部门：随着毒牛奶案件大曝光，质量监测局的免检产品纷纷落马，获得第三名。 4、发改委：成立至今就只干过两件事，1是涨价，2是为涨价找理由 。 	disgust	none	-1
哎哎 明儿四级加油吧！！！ 考过了生活费见涨 考不过生活费看跌=-=一定要考过啊一定要考过！！！ 朴爷你一定要保佑我啊！！！ 	like	none	1
身边总有些人，你看见他整天都开心，率真得像个小孩，人人都羡慕他；其实，你哪里知道：前一秒人后还伤心地流着泪的他，后一秒人前即刻洋溢灿烂笑容。 他们其实没有能力独处，夜深人静时，总坐在窗前对着夜空冥想失意的苦楚。 他们就像向日葵，向着太阳的正面永远明媚鲜亮，在照不到的背面却将悲伤深藏。 	sadness	none	-1
今天有个20岁的男孩子在QQ留言，说：为了我跟他的爱，我今天自杀了。 & amp;gt;药，谢谢你的画陪伴我五年。 我愣了下，看留言时间，昨天凌晨3点40·········· 然后这个读者的头像用一道很沉重的黑色斜着划了一道。 我犹豫了半天，弱弱的打了几个字·····还在么？ 	fear	like	3
一直在等一个人，一个懂得珍惜缘分的人，一个愿意和我牵手相伴到老的人，一个跟我一样相信世间有真爱的人； 一直在等一个人，一个关心我在意我的人，一个懂 得包容体谅我的人，一个也许并不完美但懂得珍惜我的人； 一直在等一个人，一个与我相亲相爱的人，一个我们相互都喜欢的人。 只是，这个人在哪？ 	sadness	none	-1
她低声对我说。 要忘记一个人到底要走多远， 我不断的走，以为自己能够在路途上平静下来。 所以选择用颠沛流离的生活来遗忘。 可是这样会很辛苦，不容易幸福。 幸福是什么？ 她带些许挑弄的延伸看着我， 没有谁能够告诉我幸福的正确含义，因为幸福只是幻觉。 	sadness	none	-1
《政府诚信最要紧》：谈到政府改革，想起温州乐清撞车案。 此案已判决，最终结论，并非故意撞人。 故意不故意并不可怕，可怕的是，即使不是故意撞人，只要政府出面调查，一些民众就怎么都要怀疑政府作了假，肯定是故意撞人。 部分民众（当然只是部分）不相信政府，怀疑政府。 这才是可怕的。 	disgust	fear	-1
讯：郑爽将迎主持处女秀—— 在湖南卫视为两会特别准备的晚会中，郑爽将搭档前辈汪涵和刘娜，为在北京参加两会的湖南代表团献上一台精彩的晚会。 	none	none	0
买部二手mini又话怕我醉驾... 以后我就低碳出行... 你地有你地开... 我有我低碳... 你地继续起多间... 加油 	like	none	1
全国社保基金理事会理事长戴相龙昨日接受本报采访时表示，目前社保基金管理规模实际已达8500亿元，随着今年基金规模的进一步扩大，到年底可能达到接近1万亿元。 到2015年，社保基金管理规模有望达到1.5万亿元。 每年有200到300亿元国有股转持 . 	none	none	0
哈哈，我和你正相反，我以前就住在工体北门的春秀路，几乎一放学就在那里泡着，在门口拿书包码个门就开踢，呲姑娘，滑旱冰。。。 后来搬到宣武了，除了看球就很少去了。。。 	happiness	none	1
如果男人能生孩子的话 貌似外国已经有人又当爹又当妈了 我觉得 如果条件成熟 可以考虑啊 跟老婆一起怀孕 互相照顾互相对比 哈哈 每天一起聊胎教 你摸我肚皮 我听你心跳 然后一起进产房 一起当爸爸 妈妈 然后 孩子可以理直气壮地说 我是爸爸生的 我是妈妈生的 哈哈 不免是人生一大乐事 	happiness	none	1
常年或偶尔出没机场的各位中外友好注意了：请在一米线外等候 ~~Please wait outside rice-flour noodle~~一米线= 一碗米线？! 这潜伏的翻译员和审稿的又计划跳槽去南航或国航了吧？ [偷笑] 	disgust	none	-1
今天高考 我第一次参加高考是十年前了2001，到我现在一听高考这俩字还是有点腿肚子转筋 我考了四回 今年朋友结婚 碰上了一个更牛的 大四被开除 然后当年高考又考上去年才毕业 我临走时深情的敬了他一杯，你在里面三年，我在外面，这位仁兄应，咱们缺的不是时间也不是钱，[手套][帅] 	sadness	none	-1
还有谁比Crazy Frog值得期待，哪怕四年过去了，我们已经有点审美疲劳。 《Everybody Dance Now》，这世界是我们的！ 真的是我们的吗？ 	like	none	1
哀哟喂，终于到北京了。 真是一趟辛苦旅程。 苦始苦终，昨天早上十点阿里出发，今天早上三点北京到达。 九人小组都是红红兔子眼，绵绵身体软…… 机组哥哥妹妹也辛苦，早安！大家！ 	happiness	sadness	3
昨晚夜宿横城。 诗人安奇夜深来拜会诗人们。 一起喝酒至凌晨。 早六点多起床，早餐后赴水洞沟古人类遗址。 今天这里举办自驾游活动。 据说陈冠希也要来，现在赴陶乐县。 	none	none	0
一间拥有800年历史古教堂改造而成的世界顶级书店，荷兰天堂书店. 再轉一回 //@随心问笔:[呵呵] 天堂书店。 	none	none	0
沁园春 套 夏天又到，利空呼啸； 高岗放哨，再补再套。 望深沪两市, 割肉赛跑； 中小创业，绿浪滔滔。 股民难眠，焦虑通宵， 欲与通胀试比高 。 	sadness	none	-1
每天8点起 12点睡 对于高中生来说就是做梦 ！ 学校早读7点40分就开始每天都是深夜入眠 但是 一个学期从未迟到过 我觉得自己很牛！ 而且三八节 万恶的八中没有放假 这说明八中的老师也很牛 ！ 唯一的福利就是交通真的是那个畅通 … 晚安 ～ 	disgust	like	3
在心静不下来的时候，最喜欢看你安静的侧脸，像天使一样安静美好~金厉旭加油，加油吧，勇敢地去闯出属于你的一片天地，我们会一直守护你，知道世界的尽头[爱心] 	like	none	1
俺大小羽绒服皆洗净收起，雪又来了。 妈批俺说：不知道三月还下桃花雪吗？ 俺说：坚决不再拿出来，死扛到底。 呵呵，太勤快有时未必是好事…… 	surprise	none	2
从不给我儿买吃的穿的用的玩的。 老婆责备我，我振振有辞——女孩要富养，男孩要穷养。 保准每回每噎住俺媳妇。 	none	none	0
巴塞罗纳在欧冠八分之一比塞中主场3比l力克阿森纳，以总比分4比3淘汰对手进入8强。 梅西梅开二度，范佩西红牌罚下，布斯克茨自摆乌龙。 这是一场典型的半场攻防演练，阿森纳全场竟然没有一次射门，巴塞赢得名至实归，不要拿裁判说事，红牌没有任何问题！ 	like	none	1
比马尔代夫性价比更高的旅游圣地啦，马来西亚的Kapalai水上屋，完全一样的美，价格却只有马代的三分之一，四晚水屋不到五千。 心动没有？！！ [抓狂] 	like	none	1
在我们星球的另一边，昨天…… 智利南部的普耶韦火山爆发，向空中喷发高达几千米的滚滚浓烟。 目击者说空气中有强烈的烟灰和硫磺味。 	none	none	0
我哭的时候你不在你知道我多想抱着你吗我做噩梦的时候你不在你知道我多想你抱着我吗？ 我心情不好的时候你不在你知道我多想你安慰我吗我生病的时候你不在你知道我多想你在我身边照顾我吗我睡不着的时候你不在你知道我多想躺在你的怀里入睡吗我想你的时候你不在你知道我多想听你在我耳边说你也很想我吗 	sadness	none	-1
祖祖，看到你身后的MIFFY，我后悔没买MIFFY给你做生日礼物了！ 因为我觉得你是在太多了。。 所以就。。 现在想想有点后悔了。。 不知道我选给你的礼物你会喜欢不。。[委屈] 	sadness	none	-1
恩。。 11問我你生日。。 結果我記得是晚一天。。。 後來也沒好意思再和你說。。。 sorry啦~~遲到的生日祝福吧！！ 312上海好好看演唱會昂。。 俺去不了T.T 你們替我多看看吧。。 大家同快生嘛~~哈哈哈 	happiness	like	1
现阶段理财经理工作有感：卖保险体现营销能力；卖基金体现专业能力；卖理财产品体现劳动强度；拉存款体现执行力！ 	none	none	0
噗………………………… 仙三。。。 那像我这种直接在文件上动动手脚把所有动画都弄出来的，难道就是把锅底直接吃了么…… 	anger	none	-1
高考就像谈恋爱，你越看的对方太重，对方反而没把你当回事，放开一点，放下压力，你会成功，并不是一次考试就可以决定一个人的一生的，相信自己。 	like	none	1
我一累就多说一句话都烦，脾气特暴躁，跟炮仗一样，谁点炸谁…… 昨晚睡前我问娃：妈妈脾气坏吧？ 发火你害怕么？ 娃跟小大人似搂着我，拍拍我的背说：不怕，妈妈发火很甜蜜的…… 说得我惭愧啊… 	sadness	disgust	-1
清晨醒来，耳边都是鸟叫；一二好友，阳光普照；捡三五本爱书，或是嬉笑；信步走走，和陌生人一聊；看闲适老人，打打麻将；这种生活，我一想起就微笑，怎么这么好？ 阆中、黄龙溪、平乐、洛带、上里，蜀中五镇，几分逍遥？ 	none	none	0
经确认确有此事，2011年6月2日 上海虹桥-济宁-北京-济宁-上海虹桥 航班号 FM9243 9283 9284 9244 事情是发生在 上海-济宁的航班上 机长不给力 小姑娘是个最小的乘务员 	none	none	0
明天是6月11日星期六，白天雷阵雨，最高温33℃，无持续风向，微风；夜间雷阵雨，最低温27℃，无持续风向，微风。 	none	none	0
目前U-19联赛进行了三场比赛，第一场天津泰达U-19队一比二负于北京国安，第二场五比零大胜青岛，第三场四比零大胜火车头。 	none	none	0
德罗巴可能在今夏就告别他效力了7年的斯坦福桥球场，新帅博阿斯对他似乎缺乏足够的热情. 切尔西俱乐部也拒绝提供为期两年的新合同. 马赛主席已经表示希望4年合同迎回魔兽. 莫得里奇将在下周和列维商讨未来，热刺已经表明今夏引进球员必须通过卖人凑集资金. 热刺希望敲蓝军30M.7月份切尔西将展开转会计划！ 	none	none	0
TT我是换无限网呢还是换呢还是换呢！！！！！ 要死了TT铁通神马的最讨厌了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊。。。。 你能让我测出网速嘛！！！ 你敢不敢不给我一直白页白页啊啊啊啊啊啊啊啊啊啊啊啊啊 	disgust	anger	-1
明天是6月30日星期四，白天中雨，最高温30℃，无持续风向，微风；夜间中雨，最低温25℃，无持续风向，微风。 	none	none	0
里子，当初的"7000万"，只剩下你一个人了。 你是好孩子，当初给你米洛哥助攻了不少球。 下赛季，自己也要好好加油哦。 	like	sadness	3
哇哇哇，恭喜恭喜 //@海豚剧透：哎哟，这不是人见人爱、花见花落的@陈茜同学 吗？ 哈哈[干杯] 这个锅锅是谁啊？ 	happiness	none	1
啊啊啊啊啊啊啊啊啊！！！！！！！！！！ 锦户亮去看少女时代演唱会了！！！！！！！！！ 我恨他！！！！！！！ 我今天还跟kasumi在那附近晃了很久！！！！！ 	anger	none	-1
一个月的时间，什么都变的那么快···有点接受不了，可是能怎么，还是要自己默默的承受，也许才能让自己真正的下决定。 我是笨笨的，可我知道自己想要什么，尽自己的力量去争取吧，不想让自己后悔 	sadness	none	-1
呵呵，雇主期望以尽量低的报酬招到最适合的雇员；雇员期望以尽量多的付出和劳动以不被雇主解雇。 这是矛盾，也是博弈，彼此找到适合自己以及对方的平衡点为最佳 	none	none	0
刚才做梦去北京了，梦到和她还有她男朋友碰见竟然发现她男朋友是个没有手的残疾人,我非常心痛是心疼她的感觉,现在我意识到这个梦潜在的含义是不想有男人碰她… 我本来觉得已经忘掉她了，为什么还做这样的梦! 	sadness	surprise	-1
朋友大一在校内认识了一姑娘，聊了半年 ，第一次见面 ，带着她和室友吃饭 。 这顿饭，让这网友跟他室友一见钟情了 。 我朋友知道后大度的说 ，兄弟如手足，女人如衣服 。 三年后的毕业考，朋友代这室友去补考，交了白卷。 室友可能要读大五，丢工作了。 这是我迄今看过最狠的流氓报仇十年不晚的故事。 	surprise	none	2
我哥哥，省第一人民医院主任医师，内分泌科副主任施珏不幸6月1日因公病逝于工作岗位。 那天有他的专家门诊，下午有场学术报告；门诊部有期待他诊治的病患，报告厅还有等待的同事及学生。 这一倒下竟永别了他热爱的医师岗位，英年早逝，令人悲痛不已，一直不相信这是事实，苍天怎么没有厚爱好人、好医师！ 	sadness	surprise	-1
头鸡麦克（1945年4月－1947年3月），是美国一只被斩掉头部后，依然生存了18个月的公鸡。 起初，许多人认为这不过是骗局，因此其主人把它带到位于盐湖城的犹他大学检查并证实这并非骗局。 	none	none	0
兰州，苍凉而雄浑的城市。 她承载着多少兴衰，蕴藏着多少诱惑，一时难以分说。 BTW，这里好像与上海有超过1小时时差。 	none	none	0
生命中，不断地有人离开或进入。 于是，看见的，看不见的；记住的，遗忘了。 生命中，不断地有得到和失落。 于是，看不见的，看见了；遗忘的，记住了。 然而，看不见的，是不是就等于不存在？ 记住的，是不是永远不会消失？ 	none	none	0
先上个预览版，下午还会有完整版哦~感谢@小园园janey 你越来越给力了，@锐合很爱疯 看一下~满意不？ 	like	happiness	1
《非常静距离》开工喽～ 朱小雨同学二度做客，你想听@李静 跟他聊聊什么呢？ //@刘菲:大结局后第一个专访，等你来掏心窝子喽～ 	happiness	none	1
因自杀、自残、打架斗殴、酗酒、吸毒、违法犯罪发生的医疗费用，因交通事故、医疗事故等应由他方承担的医疗费用，因镶牙、整容、矫形、配镜以及保健、康复等所发生的费用，不属于医疗救助范围。 	none	none	0
极客棒节目之首期嘉宾周笔畅，高清合辑连连看！ 喜欢的笔亲们快收去吧~本期节目播出时间将陆续在极客棒微博公布，精彩3分钟视频花絮即将隆重登场，请大家继续关注！ 	like	none	1
